id,source_type,source_file,raw_text,name,url,domain,category,subcategory,purpose,department,agent_owner,use_case,data_type,access_type,cost_level,risk_level,legal_notes,setup_steps,example_prompt,tags,priority_score,verified_status,last_checked,notes
EIC-0202,photo_ocr,FB_IMG_1778509315472.jpg,* tinfoleak.com - Extract metadata hidden inside any social media post,Tinfoleak,https://tinfoleak.com,tinfoleak.com,Decision Intelligence,,Extract metadata hidden inside any social media post,CEO Command Center,Strategic Modeler,"Strategic Modeler uses tinfoleak.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://tinfoleak.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,rare research,3,auto,2026-05-12,photo_topic=Rare research Tools most people miss
EIC-0203,spreadsheet,Everlight_Free_Resources_List.xlsx,tldrthis.com | Summarization | Summarizes articles and paragraphs.,Tldrthis,https://tldrthis.com,tldrthis.com,Decision Intelligence,Uncategorized,Summarizes any paragraph/article to key points,CEO Command Center,Strategic Modeler,"Strategic Modeler uses tldrthis.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://tldrthis.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,4,unverified,2026-05-12,sheet_category=Summarization | photo_topic=Essential Tools you'll wish you found earlier
EIC-0204,photo_ocr,FB_IMG_1778509059175.jpg,« tooldex.org - 1000+ free tools across 36 categories,Tooldex,https://tooldex.org,tooldex.org,Decision Intelligence,,1000+ free tools across 36 categories,CEO Command Center,Strategic Modeler,"Strategic Modeler uses tooldex.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://tooldex.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,curating powerful,3,auto,2026-05-12,photo_topic=Sites curating powerful Tool collections...
EIC-0205,photo_ocr,FB_IMG_1778509059175.jpg,¢ toools.design - Best Design Resources /Tools,Toools,https://toools.design,toools.design,Decision Intelligence,,Best Design Resources /Tools,CEO Command Center,Strategic Modeler,"Strategic Modeler uses toools.design for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://toools.design.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,curating powerful,3,auto,2026-05-12,photo_topic=Sites curating powerful Tool collections...
EIC-0206,photo_ocr,FB_IMG_1778509392320.jpg,« touropia.com - lesser known attractions and cultural landmarks,Touropia,https://touropia.com,touropia.com,Decision Intelligence,Uncategorized,lesser known attractions and cultural landmarks,CEO Command Center,Strategic Modeler,"Strategic Modeler uses touropia.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://touropia.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0207,photo_ocr,FB_IMG_1778509059175.jpg,¢ trackawesomelist.com - Track updates to every awesome list,Trackawesomelist,https://trackawesomelist.com,trackawesomelist.com,Decision Intelligence,,Track updates to every awesome list,CEO Command Center,Strategic Modeler,"Strategic Modeler uses trackawesomelist.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://trackawesomelist.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,curating powerful,3,auto,2026-05-12,photo_topic=Sites curating powerful Tool collections...
EIC-0208,photo_ocr,FB_IMG_1778509059175.jpg,¢ transform.tools - data format transformation tools,Transform,https://transform.tools,transform.tools,Decision Intelligence,,data format transformation tools,CEO Command Center,Strategic Modeler,"Strategic Modeler uses transform.tools for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://transform.tools.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,curating powerful,3,auto,2026-05-12,photo_topic=Sites curating powerful Tool collections...
EIC-0209,spreadsheet,API_Mega_List_Repository_Index.xlsx,"travel-apis-397 | Travel | Flights, hotels, travel services | 397",travel-apis-397,,travel-apis-397,Decision Intelligence,Uncategorized,"Flights, hotels, travel services",CEO Command Center,Strategic Modeler,"Strategic Modeler uses travel-apis-397 for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://travel-apis-397.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,4,unverified,2026-05-12,sheet_category=Travel; api_count=397
EIC-0210,photo_ocr,FB_IMG_1778509315472.jpg,* tropy.org - Organize and annotate primary source research photo,Tropy,https://tropy.org,tropy.org,Decision Intelligence,,Organize and annotate primary source research photo,CEO Command Center,Strategic Modeler,"Strategic Modeler uses tropy.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://tropy.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,rare research,3,auto,2026-05-12,photo_topic=Rare research Tools most people miss
EIC-0211,photo_ocr,FB_IMG_1778509090589.jpg,¢ ttsmaker.com - Unlimited text to speech,Ttsmaker,https://ttsmaker.com,ttsmaker.com,Decision Intelligence,Uncategorized,Unlimited text to speech,CEO Command Center,Strategic Modeler,"Strategic Modeler uses ttsmaker.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://ttsmaker.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding
EIC-0212,photo_ocr,FB_IMG_1778509367591.jpg,¢ turbulence.pha.jhu.edu - Queryable petabyte-scale fluid turbulence simulations,Turbulence,https://turbulence.pha.jhu.edu,turbulence.pha.jhu.edu,Decision Intelligence,,Queryable petabyte-scale fluid turbulence simulations,CEO Command Center,Strategic Modeler,"Strategic Modeler uses turbulence.pha.jhu.edu for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://turbulence.pha.jhu.edu.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,hidden scientific,3,auto,2026-05-12,photo_topic=Hidden scientific platforms worth discovering
EIC-0213,photo_ocr,FB_IMG_1778509392320.jpg,¢ twistedsifter.com - strange natural phenomena and unusual places,Twistedsifter,https://twistedsifter.com,twistedsifter.com,Decision Intelligence,Uncategorized,strange natural phenomena and unusual places,CEO Command Center,Strategic Modeler,"Strategic Modeler uses twistedsifter.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://twistedsifter.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0214,photo_ocr,FB_IMG_1778509315472.jpg,« undermind.ai - finds gaps in any research field,Undermind,https://undermind.ai,undermind.ai,Decision Intelligence,,finds gaps in any research field,CEO Command Center,Strategic Modeler,"Strategic Modeler uses undermind.ai for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://undermind.ai.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,rare research,3,auto,2026-05-12,photo_topic=Rare research Tools most people miss
EIC-0215,photo_ocr,FB_IMG_1778509059175.jpg,¢ untools.co - thinking frameworks/mental model tools for decisions,Untools,https://untools.co,untools.co,Decision Intelligence,,thinking frameworks/mental model tools for decisions,CEO Command Center,Strategic Modeler,"Strategic Modeler uses untools.co for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://untools.co.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,curating powerful,3,auto,2026-05-12,photo_topic=Sites curating powerful Tool collections...
EIC-0216,photo_ocr,FB_IMG_1778509392320.jpg,+ unusualplaces.org - strange destinations and lesser known travel wonders,Unusualplaces,https://unusualplaces.org,unusualplaces.org,Decision Intelligence,Uncategorized,strange destinations and lesser known travel wonders,CEO Command Center,Strategic Modeler,"Strategic Modeler uses unusualplaces.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://unusualplaces.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0217,photo_ocr,FB_IMG_1778509126742.jpg,« vegbank.org - Vegetation plots with species composition records data,Vegbank,https://vegbank.org,vegbank.org,Decision Intelligence,,Vegetation plots with species composition records data,CEO Command Center,Strategic Modeler,"Strategic Modeler uses vegbank.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://vegbank.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,multiple fields,3,auto,2026-05-12,photo_topic=platforms to explore large datasets across multiple fields
EIC-0218,spreadsheet,API_Mega_List_Repository_Index.xlsx,"videos-apis-979 | Video | Video editing, upload, media APIs | 979",videos-apis-979,,videos-apis-979,Decision Intelligence,Uncategorized,"Video editing, upload, media APIs",CEO Command Center,Strategic Modeler,"Strategic Modeler uses videos-apis-979 for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://videos-apis-979.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,4,unverified,2026-05-12,sheet_category=Video; api_count=979
EIC-0219,photo_ocr,FB_IMG_1778509392320.jpg,« vintag.es - historical places through rare old photography,Vintag,https://vintag.es,vintag.es,Decision Intelligence,Uncategorized,historical places through rare old photography,CEO Command Center,Strategic Modeler,"Strategic Modeler uses vintag.es for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://vintag.es.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0220,photo_ocr,FB_IMG_1778509367591.jpg,¢ volcano.si.edu - Real-time data from every active volcano globally,Volcano,https://volcano.si.edu,volcano.si.edu,Decision Intelligence,,Real-time data from every active volcano globally,CEO Command Center,Strategic Modeler,"Strategic Modeler uses volcano.si.edu for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://volcano.si.edu.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,hidden scientific,3,auto,2026-05-12,photo_topic=Hidden scientific platforms worth discovering
EIC-0221,photo_ocr,FB_IMG_1778509392320.jpg,« volcanodiscovery.com - active volcanoes and eruptions worldwide.,Volcanodiscovery,https://volcanodiscovery.com,volcanodiscovery.com,Decision Intelligence,Uncategorized,active volcanoes and eruptions worldwide,CEO Command Center,Strategic Modeler,"Strategic Modeler uses volcanodiscovery.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://volcanodiscovery.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0222,photo_ocr,FB_IMG_1778509126742.jpg,- wals.info - Typological database of every world language,Wals,https://wals.info,wals.info,Decision Intelligence,,Typological database of every world language,CEO Command Center,Strategic Modeler,"Strategic Modeler uses wals.info for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://wals.info.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,multiple fields,3,auto,2026-05-12,photo_topic=platforms to explore large datasets across multiple fields
EIC-0223,photo_ocr,FB_IMG_1778509315472.jpg,¢ whatthefont.com - Identify any font from a photo or screenshot instantly,Whatthefont,https://whatthefont.com,whatthefont.com,Decision Intelligence,,Identify any font from a photo or screenshot instantly,CEO Command Center,Strategic Modeler,"Strategic Modeler uses whatthefont.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://whatthefont.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,rare research,3,auto,2026-05-12,photo_topic=Rare research Tools most people miss
EIC-0224,spreadsheet,Everlight_Free_Resources_List.xlsx,whisper-web.vercel.app | Speech-to-text | Local Whisper audio transcription.,Whisper Web,https://whisper-web.vercel.app,whisper-web.vercel.app,Decision Intelligence,Uncategorized,Local Whisper audio transcription.,CEO Command Center,Strategic Modeler,"Strategic Modeler uses whisper-web.vercel.app for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://whisper-web.vercel.app.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,4,unverified,2026-05-12,sheet_category=Speech-to-text | photo_topic=Essential Tools you'll wish you found earlier
EIC-0225,spreadsheet,Everlight_Free_Resources_List.xlsx,wide.video | Video editing | Browser-based background remover/editor.,Wide,https://wide.video,wide.video,Decision Intelligence,Uncategorized,Free browser video background remover/editor,CEO Command Center,Strategic Modeler,"Strategic Modeler uses wide.video for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://wide.video.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,4,unverified,2026-05-12,sheet_category=Video editing | photo_topic=Essential Tools you'll wish you found earlier
EIC-0226,photo_ocr,FB_IMG_1778509315472.jpg,¢ wikidata.org - Structured machine-readable database behind all Wikipedia,Wikidata,https://wikidata.org,wikidata.org,Decision Intelligence,,Structured machine-readable database behind all Wikipedia,CEO Command Center,Strategic Modeler,"Strategic Modeler uses wikidata.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://wikidata.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,rare research,3,auto,2026-05-12,photo_topic=Rare research Tools most people miss | photo_topic=Platforms that unlock rare knowledge.. | ¢ passc.net/EarthlmpactDatabase   Every confirmed meteor crater mapped
EIC-0227,photo_ocr,FB_IMG_1778509392320.jpg,¢ wikiloc.com - hidden trails and outdoor exploration routes,Wikiloc,https://wikiloc.com,wikiloc.com,Decision Intelligence,Uncategorized,hidden trails and outdoor exploration routes,CEO Command Center,Strategic Modeler,"Strategic Modeler uses wikiloc.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://wikiloc.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0228,photo_ocr,FB_IMG_1778509272312.jpg,¢ worldarchitecture.org - Best buildings worldwide by style listed,Worldarchitecture,https://worldarchitecture.org,worldarchitecture.org,Decision Intelligence,,Best buildings worldwide by style listed,CEO Command Center,Strategic Modeler,"Strategic Modeler uses worldarchitecture.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://worldarchitecture.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,underrecognized information,3,auto,2026-05-12,photo_topic=Underrecognized information resource platforms
EIC-0229,photo_ocr,FB_IMG_1778509272312.jpg,¢ worldometers.info - Every world statistic updating in real time,Worldometers,https://worldometers.info,worldometers.info,Decision Intelligence,,Every world statistic updating in real time,CEO Command Center,Strategic Modeler,"Strategic Modeler uses worldometers.info for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://worldometers.info.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,underrecognized information,3,auto,2026-05-12,photo_topic=Underrecognized information resource platforms
EIC-0230,photo_ocr,FB_IMG_1778509126742.jpg,¢ worldwidetelescope.org - Astronomical sky survey data browser,Worldwidetelescope,https://worldwidetelescope.org,worldwidetelescope.org,Decision Intelligence,,Astronomical sky survey data browser,CEO Command Center,Strategic Modeler,"Strategic Modeler uses worldwidetelescope.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://worldwidetelescope.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,multiple fields,3,auto,2026-05-12,photo_topic=platforms to explore large datasets across multiple fields
EIC-0231,photo_ocr,FB_IMG_1778509090589.jpg,¢ zerogpt.com - Detect Al written text,Zerogpt,https://zerogpt.com,zerogpt.com,Decision Intelligence,Uncategorized,Detect Al written text,CEO Command Center,Strategic Modeler,"Strategic Modeler uses zerogpt.com for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://zerogpt.com.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding
EIC-0232,photo_ocr,FB_IMG_1778509090589.jpg,- zotero.org - Collect/ organise /cite research papers,Zotero,https://zotero.org,zotero.org,Decision Intelligence,Uncategorized,Collect/ organise /cite research papers,CEO Command Center,Strategic Modeler,"Strategic Modeler uses zotero.org for strategic frameworks, decision trees, scenario analysis, or executive intelligence. Outputs feed Lucrex's command decisions.",,free,free,low,,"1. Open https://zotero.org.
2. Snapshot key insights into `01_BUSINESSES/Everlight_Ventures/Wealth_OS/`.
3. For repeat use, build a wrapper in `40_strategic_modeler.md` runbook.",,,3,unverified,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding
EIC-0233,photo_ocr,FB_IMG_1778509392320.jpg,« abandonedspaces.com - abandoned buildings and forgotten global places,Abandonedspaces,https://abandonedspaces.com,abandonedspaces.com,Education & Training,,abandoned buildings and forgotten global places,CEO Command Center,Strategy Assistant,"Strategy Assistant taps abandonedspaces.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://abandonedspaces.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,abandoned buildings,3,auto,2026-05-12,photo_topic=Explore Hidden and Famous Wonders Worldwide
EIC-0234,photo_ocr,FB_IMG_1778509230543.jpg,¢ animagraffs.com - visuals of complex machines explained,Animagraffs,https://animagraffs.com,animagraffs.com,Education & Training,,Complex machines and systems explained,CEO Command Center,Strategy Assistant,"Strategy Assistant taps animagraffs.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://animagraffs.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,engine internals,3,auto,2026-05-12,photo_topic=Platforms to decode how different systems operate | e engine sim.parts   See engine internals move in real time | photo_topic=Tools to discover hidden global information | e thegreatestbooks.org   Top fiction books determined by critics
EIC-0235,photo_ocr,FB_IMG_1778509497319.jpg,¢ archaecologydataservice.ac.uk - data from thousands of global excavations,Archaecologydataservice,https://archaecologydataservice.ac.uk,archaecologydataservice.ac.uk,Education & Training,,data from thousands of global excavations,CEO Command Center,Strategy Assistant,"Strategy Assistant taps archaecologydataservice.ac.uk for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://archaecologydataservice.ac.uk.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,rare knowledge,3,auto,2026-05-12,photo_topic=Platforms that unlock rare knowledge.. | ¢ passc.net/EarthlmpactDatabase   Every confirmed meteor crater mapped
EIC-0236,photo_ocr,FB_IMG_1778509230543.jpg,¢ batteryuniversity.com - Deep dive into battery chemistry and systems,Batteryuniversity,https://batteryuniversity.com,batteryuniversity.com,Education & Training,,Deep dive into battery chemistry and systems,CEO Command Center,Strategy Assistant,"Strategy Assistant taps batteryuniversity.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://batteryuniversity.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,engine internals,3,auto,2026-05-12,photo_topic=Platforms to decode how different systems operate | e engine sim.parts   See engine internals move in real time
EIC-0237,photo_ocr,FB_IMG_1778509487954.jpg,¢ boot.dev - Backend learned through browser-based real projects.,Boot,https://boot.dev,boot.dev,Education & Training,,Backend learned through browser-based real projects,CEO Command Center,Strategy Assistant,"Strategy Assistant taps boot.dev for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://boot.dev.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,expert faster,3,auto,2026-05-12,photo_topic=Sites that Can turn you into a Tech Expert faster.
EIC-0238,photo_ocr,FB_IMG_1778509230543.jpg,¢ bosch-mobility.com - See how modern car systems operate,Bosch Mobility,https://bosch-mobility.com,bosch-mobility.com,Education & Training,,See how modern car systems operate,CEO Command Center,Strategy Assistant,"Strategy Assistant taps bosch-mobility.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://bosch-mobility.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,engine internals,3,auto,2026-05-12,photo_topic=Platforms to decode how different systems operate | e engine sim.parts   See engine internals move in real time
EIC-0239,photo_ocr,FB_IMG_1778509192985.jpg,¢ bradshawfoundation.com - rock art and cave painting archive,Bradshawfoundation,https://bradshawfoundation.com,bradshawfoundation.com,Education & Training,,rock art and cave painting archive,CEO Command Center,Strategy Assistant,"Strategy Assistant taps bradshawfoundation.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://bradshawfoundation.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,archaeology,3,auto,2026-05-12,photo_topic=Archaeology and History databases uncovering hidden Facts
EIC-0240,photo_ocr,FB_IMG_1778509192985.jpg,¢ cdli.earth - cuneiform tablet digital library,Cdli,https://cdli.earth,cdli.earth,Education & Training,,cuneiform tablet digital library,CEO Command Center,Strategy Assistant,"Strategy Assistant taps cdli.earth for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://cdli.earth.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,archaeology,3,auto,2026-05-12,photo_topic=Archaeology and History databases uncovering hidden Facts
EIC-0241,photo_ocr,FB_IMG_1778509230543.jpg,« chemicalprocessing.com - Explore chemical systems operations,Chemicalprocessing,https://chemicalprocessing.com,chemicalprocessing.com,Education & Training,,Explore chemical systems operations,CEO Command Center,Strategy Assistant,"Strategy Assistant taps chemicalprocessing.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://chemicalprocessing.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,engine internals,3,auto,2026-05-12,photo_topic=Platforms to decode how different systems operate | e engine sim.parts   See engine internals move in real time
EIC-0242,photo_ocr,FB_IMG_1778509230543.jpg,¢ chipestimate.com - Chip design systems and silicon architecture,Chipestimate,https://chipestimate.com,chipestimate.com,Education & Training,,Chip design systems and silicon architecture,CEO Command Center,Strategy Assistant,"Strategy Assistant taps chipestimate.com for learning, research, or reference material. Drop key concepts into Blinko (RAG) so the rest of the Hive can recall them.",,free,free,low,,"1. Open https://chipestimate.com.
2. Note key takeaways into `Notes/inbox.org` or push to Blinko via `agentmemory MCP`.
3. Build a study-track in `05_PERSONAL/` if multi-week.",,engine internals,3,auto,2026-05-12,photo_topic=Platforms to decode how different systems operate | e engine sim.parts   See engine internals move in real time
